genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMN03877220	SAMN03877220-SRR5070722	SAMN03877220	GCA_001986065.1	SRR5070722	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	0003a7025cdcc6b19b78f3d20f591cfc0015fe97035c4a32bd12041a61ca9468	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN02436302	SAMN02436302-GCA_000479635.2	SAMN02436302	GCA_000479635		USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP1	fim3-1		False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	000c5f2411f7018d726e522772415a688be96e1afc5d1b2e225af42afa9d30a6	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN14488199	SAMN14488199-SRR11455698	SAMN14488199	GCA_030254365.1	SRR11455698	USA	USA	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-1	0087680b582eb19bb6811719a189a69b3d5d3f6186c80e03fc6422e427f21878	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751268	SAMEA751268-ERR019595	SAMEA751268	GCA_001319225.1	ERR019595	POL	Poland	1974	1974-01-01	1974-12-31	1974			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3760241	68	760	7975	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	00cb90c2168b825e2c83d63f17c3175c6b111d42bc49fce7814e07b8184fd661	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA2015292	SAMEA2015292-GCA_001200435.1	SAMEA2015292	GCA_001200435		USA	USA	2004	2004-01-01	2004-12-31	2004			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-1	00d7de738a5b1d48fef63753781217c36715131ff6b1642c3b1a00822611ae6e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN08469397	SAMN08469397-SRR9006082	SAMN08469397	GCA_004636245.1	SRR9006082	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1		False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4109501	67.5	1	4109501	ok	North_America	local_fasta	2015_2019	ptxP3/fim3-1	01920128758bc9e15ab4a619d14f7006a482576c3230ffd6f833cb3c0f099423	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN05583849	SAMN05583849-GCA_002286155.1	SAMN05583849	GCA_002286155	SRR9006115	USA	USA	2003	2003-01-01	2003-12-31	2003			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-1	01c6a4305f9808687b97f19bfd989d71d5798e1e8d26aefeb524a5525211ded5	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN04383560	SAMN04383560-SRR5070868	SAMN04383560	GCA_001988575.1	SRR5070868	USA	USA	2004	2004-01-01	2004-12-31	2004			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4104277	67.5	1	4104277	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	02276e44fb474be4212513cddcc90958fd7b6aa94e07cfb64cd3ce014e1cf44e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN07352192	SAMN07352192-SRR5829739	SAMN07352192	GCA_004009735.1	SRR5829739	USA	USA	2013	2013-01-01	2013-12-31	2013			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	United States Sublineage 1	0251eb0e8279e1cfca2f95d714d9e6907b8e53b1cbcd2d7d90b40a0d1bdc444a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN11539701	SAMN11539701-SRR9002867	SAMN11539701	GCA_050563025.1	SRR9002867	USA	USA	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	MS-MT28	02c36f2f79a2811408104f00080abfcad12905d940885986abcff8afcb9d29a7	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN12523734	SAMN12523734-SRR9988787	SAMN12523734	GCA_050562335.1	SRR9988787	USA	USA	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	02f2165794e2bd6dc56cd6a8b01e5c300f20bd1af46138b72e6e0a1022f604e2	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN10176213	SAMN10176213-SRR9118450	SAMN10176213	GCA_008816915.1	SRR9118450	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	02f2c67932b5acc9be8201df15294445726b85ca1c2ab2a6decbd500a9f451f4	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN04388407	SAMN04388407-SRR5829828	SAMN04388407	GCA_002892765.1	SRR5829828	USA	USA	1935	1935-01-01	1935-12-31	1935			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4314502	67.5	1	4314502	ok	North_America	local_fasta	pre2000	others	02ff0c672a636e74fca77fc33f99ecb71fd7b535c10e091b5dc35d39cd359726	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN05583815	SAMN05583815-SRR9006132	SAMN05583815	GCA_002285995.1	SRR9006132	USA	USA	2001	2001-01-01	2001-12-31	2001			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4110590	67.5	1	4110590	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	039f0a5ecded6c0ea71fad1d117e571bee3606f2c1cc91df1a0e1107c9bcd434	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN10176962	SAMN10176962-SRR9131541	SAMN10176962	GCA_008821605.1	SRR9131541	USA	USA	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-2	03a6a6253cc94f0edf1b659e91defe3b71cc7cbd1dae99f5cb6726383f225b99	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN06007542	SAMN06007542-SRR5829738	SAMN06007542	GCA_002859205.1	SRR5829738	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	United States Sublineage 1	03defe727114f7c3f8d9872ad9a8ec30c8af72f2d9d77263c3a09224df3134f5	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751257	SAMEA751257-ERR030012	SAMEA751257	GCA_001332175.1	ERR030012	USA	USA	2000	2000-01-01	2000-12-31	2000			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP1/fim3-1	0411bfa26aed7bcc70fe09a9797fa86a606ca363506882e343bdf9156a9e9f05	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN02436249	SAMN02436249-GCA_000479715.2	SAMN02436249	GCA_000479715		USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2		False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	0447a83fe2f5d534189169e0caac369c9040de7c560d8620dc63e56390e16a18	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751453	SAMEA751453-ERR029304	SAMEA751453	GCA_001197455.1	ERR029304	ITA	Italy	1994	1994-01-01	1994-12-31	1994			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	047d9c1d3b2b358ac2672f4de368db7b43d02bd87abba9b802d3a1b8fbdec974	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN08524471	SAMN08524471-SRR9006140	SAMN08524471	GCA_004636545.1	SRR9006140	USA	USA	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-2	05521b40807757942c94ef94f8a989b141506b28eb4fb45ec3b534b83eec9615	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751516	SAMEA751516-ERR031082	SAMEA751516	GCA_001333855.1	ERR031082	ARG	Argentina	1900	1900-01-01	1900-12-31	1900			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3726237	67.5	1192	5688	ok	South_America	local_fasta	pre2000	ptxP1/fim3-1	05cc52e5295e712875d245bfb9445c31bd998a8c5b8553a776b2bdf0d4692731	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751519	SAMEA751519-ERR031085	SAMEA751519	GCA_001202455.1	ERR031085	ARG	Argentina	2007	2007-01-01	2007-12-31	2007			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3787366	68	781	8656	ok	South_America	local_fasta	2000_2009	ptxP3/fim3-2	06369442c769a082a478c840a4b5ba52e090cfa0e3e463647089c5c5b7d150b8	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN08164941	SAMN08164941-SRR9006203	SAMN08164941	GCA_004009135.1	SRR9006203	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	070427ad56511ef1818b00d85866bfd1b78a1a85643010417527082ede5d575f	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN02614590	SAMN02614590-GCA_000662235.1	SAMN02614590	GCA_000662235	SRR1167854	USA	USA	1935	1935-01-01	1935-12-31	1935			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4120162	67.5	207	30911	ok	North_America	local_fasta	pre2000	others	07940114b49fb1ef582829c9137d6385a9f4cc634f25353ce712c26e4638bfae	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA1931348	SAMEA1931348-ERR361856	SAMEA1931348	GCA_001331055.1	ERR361856	POL	Poland	1963	1963-01-01	1963-12-31	1963			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3828670	68	375	16152	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	08585e652bd79b94e0902b52253a4cd8da10ad70c5c515307c238ee1deac8680	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN07362434	SAMN07362434-SRR5858785	SAMN07362434	GCA_002406825.1	SRR5858785	MEX	Mexico	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3839894	68	301	19284	ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	0967a9bb2eba286ce564843b91d6cdce5ec37ac26105101df0eb595753f48d5d	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA751185	SAMEA751185-ERR029986	SAMEA751185	GCA_001331955.1	ERR029986	CAN	Canada	2002	2002-01-01	2002-12-31	2002			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3780893	68	754	8733	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-1	098732717cc17c6a04d33e4fdaabddb62a357e8a53a2206f560d5125757c3ac8	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN18620787	SAMN18620787-SRR14288343	SAMN18620787	GCA_030252995.1	SRR14288343	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4107444	67.5	1	4107444	ok	North_America	local_fasta	2020_2022	United States Sublineage 1	0a249ffda4084b2612e83977ed753f03c9451725aa38992a0a11d64cf06b7c3a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA1931344	SAMEA1931344-GCA_001330995.1	SAMEA1931344	GCA_001330995	ERR361831	NLD	Netherlands	1950	1950-01-01	1950-12-31	1950			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3709730	67.5	1176	5880	ok	Europe	local_fasta	pre2000	others	0af38a4d920a5469dfa1a5d4a252ac7b14cd8ddcee6c5337226072c2af074055	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN18620802	SAMN18620802-SRR14288327	SAMN18620802	GCA_030252955.1	SRR14288327	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3		23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2020_2022	ptxP3/fim3-1	0b403294523730fa1f92adf1024890ae6f9af2ae818492371d4a10c5a991eb81	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN08178168	SAMN08178168-SRR9006061	SAMN08178168	GCA_004009535.1	SRR9006061	USA	USA	2007	2007-01-01	2007-12-31	2007			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	United States Sublineage 1	0ef723586ac8bfeccfe9187b1e94421a431262ae51d6d4a97b54956ae553e9ef	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN03249375	SAMN03249375-SRR5070901	SAMN03249375	GCA_001628735.1	SRR5070901	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP1/fim3-1	0f996de7729965e5665ce9eceadfe36415ea4abb335678e9ec8412a990123c71	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN46491808	SAMN46491808-SRR32181462	SAMN46491808	GCA_047550995.1	SRR32181462	USA	USA	2024	2024-01-01	2024-12-31	2024			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MR-MT28-others	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MR-MT28-others	ptxP3	fim3-1	23S_rRNA_13	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4105330	67.5	1	4105330	ok	North_America	local_fasta	2023_2025	MR-MT28-others	10530e0f49baef961f8698f94946d51bdb8438325e6ea520ee5b6e3557daf69b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN40551703	SAMN40551703-GCF_037908245.1	SAMN40551703	GCF_037908245		ESP	Spain	2023	2023-01-01	2023-12-31	2023			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			Europe sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3809346	68	322	19073	ok	Europe	local_fasta	2023_2025	Europe sublineage 1	108deb0664c156e057b521a4cfc991822e8555882028e079c2b8191911c8d5da	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA1931450	SAMEA1931450-ERR361838	SAMEA1931450	GCA_001209025.1	ERR361838	USA	USA	1993	1993-01-01	1993-12-31	1993			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3624608	67.5	1462	4564	ok	North_America	local_fasta	pre2000	ptxP1/fim3-1	1114d49e57af3391a9e7bcca95011fea45270b9574650eb2d0fd021834c05f72	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMN19416302	SAMN19416302-GCF_030644685.1	SAMN19416302	GCF_030644685		IND	India	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4102969	67.5	1	4102969	ok	Asia	local_fasta	2015_2019	ptxP1/fim3-1	12187589f5631837ca802c54cc188e1d4264c8b28fd39d52569983498400a3c4	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
BG::SAMEA2035349	SAMEA2035349-GCA_001205275.1	SAMEA2035349	GCA_001205275	ERR361828	NLD	Netherlands	1982	1982-01-01	1982-12-31	1982			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIb	others		ptxP1	fim3-27	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3705178	67.5	1018	6420	ok	Europe	local_fasta	pre2000	others	1659d7d9b04e8a62007ac70e6230de41fc66f3aa49b3c5af9bff896eca17279c	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_c
