genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMN05948795	SAMN05948795-GCA_002859565.1	SAMN05948795	GCA_002859565		USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	United States Sublineage 1	00de7895f8986eef04acd38f6d9f1ea810ca68a650ed23ca9fc4efcb779eee85	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN10176225	SAMN10176225-SRR9118382	SAMN10176225	GCA_008815915.1	SRR9118382	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-1	0115b7054093a54e9a31bfccf7a71670c1796457cc7414db713299b184199f7d	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN08395629	SAMN08395629-GCA_004634765.1	SAMN08395629	GCA_004634765	SRR9006218	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	0269a5dd55a46f5266f64c25be6abcb3b849295f8e8db368092bdfb3226cc17b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN04221179	SAMN04221179-SRR5070767	SAMN04221179	GCA_001988035.1	SRR5070767	USA	USA	1955	1955-01-01	1955-12-31	1955			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4122649	67.5	1	4122649	ok	North_America	local_fasta	pre2000	ptxP1/fim3-1	02a6d2f329f0a3032e9a9fadb950bc123305a6ce64390b9e9d57295404aca572	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN08469398	SAMN08469398-SRR9006088	SAMN08469398	GCA_004636125.1	SRR9006088	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	02c09341371e7c3054ee585c541f004a5e29a90d9c751165acad167b119bcdd9	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN19416303	SAMN19416303-GCA_030644665.1	SAMN19416303	GCA_030644665		IND	India	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4135282	67.5	1	4135282	ok	Asia	local_fasta	2015_2019	others	02e27c6f62309359852eb4cd2d3737333053255903bd07acf0d7001fc7007c7d	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN10182702	SAMN10182702-SRR9988749	SAMN10182702	GCA_008822005.1	SRR9988749	USA	USA	2017	2017-01-01	2017-12-31	2017			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-2	03f9249ce1f690b394f746472eb0864eb896beec3443d0e13ab4b4537bce6b93	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN08471228	SAMN08471228-SRR9006090	SAMN08471228	GCA_004636305.1	SRR9006090	USA	USA	2015	2015-01-01	2015-12-31	2015			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-1	048aa4d48774419ea01d5d675ad067aac17cbf55fe99276a840da3c00ecabb0a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN11822261	SAMN11822261-SRR9118311	SAMN11822261	GCA_050562915.1	SRR9118311	USA	USA	2016	2016-01-01	2016-12-31	2016			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-2	04d492ce2287c0db0deb2fa99716def92ea9275e8dadb7a0c25d29b2a05a1cff	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN07352219	SAMN07352219-SRR5829768	SAMN07352219	GCA_004637125.1	SRR5829768	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	05294ef1ec992fdc85f12e678da8905a929989a1efd9045aa62dc5c4b9d74b79	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
