genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMN04221183	SAMN04221183-SRR5070925	SAMN04221183	GCA_001988115.1	SRR5070925	USA	USA	2000	2000-01-01	2000-12-31	2000			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	001f8d75d7f0156d1896ee0f079ffaccbdb59a079c6dedc785bdc0333905479b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN14488313	SAMN14488313-SRR11455763	SAMN14488313	GCA_030253115.1	SRR11455763	USA	USA	2019	2019-01-01	2019-12-31	2019			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	0033a8beaeffbd6a98caf35a00e830dfcfecce614caf8cfff19b43ea8a92d71e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN10182728	SAMN10182728-SRR9988737	SAMN10182728	GCA_008821725.1	SRR9988737	USA	USA	2017	2017-01-01	2017-12-31	2017			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	United States Sublineage 1	00975633bfc6a615e492783d8b98007ccc539b9d4095a72a3e06cf7a22b09d94	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN06007763	SAMN06007763-SRR9006186	SAMN06007763	GCA_004006615.1	SRR9006186	USA	USA	2011	2011-01-01	2011-12-31	2011			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	00bcc3241d26a1c88ff59b57775b4808aed7a981d7e5fa322f74d427ed770c8c	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN05950790	SAMN05950790-SRR5829762	SAMN05950790	GCA_002859685.1	SRR5829762	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	United States Sublineage 1	010ba088b81af04ce6904c1ce3ad87e9bf284d5628a97778ea827bf010772a04	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMEA2015299	SAMEA2015299-ERR361867	SAMEA2015299	GCA_001196395.1	ERR361867	NLD	Netherlands	2000	2000-01-01	2000-12-31	2000			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3716652	67.5	929	6915	ok	Europe	local_fasta	2000_2009	ptxP1/fim3-1	012bfcf1c38217a713151d8261aaab2c5f13a0152607c17669ec579f47821d6a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03702647	SAMN03702647-SRR5070661	SAMN03702647	GCA_001987155.1	SRR5070661	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	0180bfa21232f509cb4247f4b48519bb8ba23f4c79a92eb59ccb5d13be431859	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN03702646	SAMN03702646-SRR5071034	SAMN03702646	GCA_001987135.1	SRR5071034	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	0229cabff6c07d4121a591b11d021a73ef95554530fd536539c6073f9e37a5a6	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN11539680	SAMN11539680-SRR9002895	SAMN11539680	GCA_050563055.1	SRR9002895	USA	USA	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	ptxP3/fim3-2	02532c230a8f359627066d34154649dff8a7eee4845ca081a33f5b71b36d4666	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
BG::SAMN07352218	SAMN07352218-SRR5829858	SAMN07352218	GCA_004637145.1	SRR5829858	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	026d6b236238f1bd44310e159d49ec9101f890fb22438a545500db68874fb89e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	primary
